"health_officer_region","county","mmwr_year","mmwr_week","start_date","end_date","mnth_lbl","total_ca_pop","total_cnty_pop","cumulative_infected","cumulative_severe","new_infections","new_severe","cum_rate_100k","inf_rate_100k","sev_rate_100k"
"Greater Sierra Sacramento","Yuba",2023,34,2023-08-20,2023-08-26,"Aug",39109070,83297,79,0,833,13,94.8,1000,15.6
"Greater Sierra Sacramento","Yuba",2023,35,2023-08-27,2023-09-02,"Aug",39109070,83297,113,0,1222,13,135.7,1467,15.6
"Greater Sierra Sacramento","Yuba",2023,36,2023-09-03,2023-09-09,"Sep",39109070,83297,141,0,1242,25,169.3,1491.1,30
"Greater Sierra Sacramento","Yuba",2023,37,2023-09-10,2023-09-16,"Sep",39109070,83297,165,0,1129,32,198.1,1355.4,38.4
"Greater Sierra Sacramento","Yuba",2023,38,2023-09-17,2023-09-23,"Sep",39109070,83297,187,0,1292,32,224.5,1551.1,38.4
"Greater Sierra Sacramento","Yuba",2023,39,2023-09-24,2023-09-30,"Sep",39109070,83297,210,0,1015,32,252.1,1218.5,38.4
"Greater Sierra Sacramento","Yuba",2023,40,2023-10-01,2023-10-07,"Oct",39109070,83297,240,0,1030,37,288.1,1236.5,44.4
"Greater Sierra Sacramento","Yuba",2023,41,2023-10-08,2023-10-14,"Oct",39109070,83297,267,0,1010,23,320.5,1212.5,27.6
"Greater Sierra Sacramento","Yuba",2023,42,2023-10-15,2023-10-21,"Oct",39109070,83297,297,0,979,21,356.6,1175.3,25.2
"Greater Sierra Sacramento","Yuba",2023,43,2023-10-22,2023-10-28,"Oct",39109070,83297,315,1,804,23,378.2,965.2,27.6
"Greater Sierra Sacramento","Yuba",2023,44,2023-10-29,2023-11-04,"Oct",39109070,83297,328,1,520,20,393.8,624.3,24
"Greater Sierra Sacramento","Yuba",2023,45,2023-11-05,2023-11-11,"Nov",39109070,83297,333,1,367,13,399.8,440.6,15.6
"Greater Sierra Sacramento","Yuba",2023,46,2023-11-12,2023-11-18,"Nov",39109070,83297,336,1,131,18,403.4,157.3,21.6
"Greater Sierra Sacramento","Yuba",2023,47,2023-11-19,2023-11-25,"Nov",39109070,83297,337,1,21,11,404.6,25.2,13.2
"Greater Sierra Sacramento","Yuba",2023,48,2023-11-26,2023-12-02,"Nov",39109070,83297,337,1,29,5,404.6,34.8,6
"Greater Sierra Sacramento","Yuba",2023,49,2023-12-03,2023-12-09,"Dec",39109070,83297,337,1,0,3,404.6,0,3.6
"Greater Sierra Sacramento","Yuba",2023,50,2023-12-10,2023-12-16,"Dec",39109070,83297,337,1,28,1,404.6,33.6,1.2
"Greater Sierra Sacramento","Yuba",2023,51,2023-12-17,2023-12-23,"Dec",39109070,83297,337,1,0,1,404.6,0,1.2
"Greater Sierra Sacramento","Yuba",2023,52,2023-12-24,2023-12-30,"Dec",39109070,83297,337,1,0,1,404.6,0,1.2
"Los Angeles","Los Angeles",2023,22,2023-05-28,2023-06-03,"May",39109070,9825708,15,0,2650,0,0.2,27,0
"Los Angeles","Los Angeles",2023,23,2023-06-04,2023-06-10,"Jun",39109070,9825708,32,0,2594,0,0.3,26.4,0
"Los Angeles","Los Angeles",2023,24,2023-06-11,2023-06-17,"Jun",39109070,9825708,55,0,2287,64,0.6,23.3,0.7
"Los Angeles","Los Angeles",2023,25,2023-06-18,2023-06-24,"Jun",39109070,9825708,106,0,6607,86,1.1,67.2,0.9
"Los Angeles","Los Angeles",2023,26,2023-06-25,2023-07-01,"Jun",39109070,9825708,173,0,10938,77,1.8,111.3,0.8
"Los Angeles","Los Angeles",2023,27,2023-07-02,2023-07-08,"Jul",39109070,9825708,248,0,13138,174,2.5,133.7,1.8
"Los Angeles","Los Angeles",2023,28,2023-07-09,2023-07-15,"Jul",39109070,9825708,354,0,17178,269,3.6,174.8,2.7
"Los Angeles","Los Angeles",2023,29,2023-07-16,2023-07-22,"Jul",39109070,9825708,437,1,13287,411,4.4,135.2,4.2
"Los Angeles","Los Angeles",2023,30,2023-07-23,2023-07-29,"Jul",39109070,9825708,528,1,14522,449,5.4,147.8,4.6
"Los Angeles","Los Angeles",2023,31,2023-07-30,2023-08-05,"Jul",39109070,9825708,701,1,24908,368,7.1,253.5,3.7
"Los Angeles","Los Angeles",2023,32,2023-08-06,2023-08-12,"Aug",39109070,9825708,863,1,25223,411,8.8,256.7,4.2
"Los Angeles","Los Angeles",2023,33,2023-08-13,2023-08-19,"Aug",39109070,9825708,1101,1,31854,672,11.2,324.2,6.8
"Los Angeles","Los Angeles",2023,34,2023-08-20,2023-08-26,"Aug",39109070,9825708,1413,1,47742,705,14.4,485.9,7.2
"Los Angeles","Los Angeles",2023,35,2023-08-27,2023-09-02,"Aug",39109070,9825708,1910,1,73716,815,19.4,750.2,8.3
"Los Angeles","Los Angeles",2023,36,2023-09-03,2023-09-09,"Sep",39109070,9825708,2418,1,72629,1252,24.6,739.2,12.7
"Los Angeles","Los Angeles",2023,37,2023-09-10,2023-09-16,"Sep",39109070,9825708,2886,1,67370,1905,29.4,685.7,19.4
"Los Angeles","Los Angeles",2023,38,2023-09-17,2023-09-23,"Sep",39109070,9825708,3399,1,77244,2051,34.6,786.1,20.9
"Los Angeles","Los Angeles",2023,39,2023-09-24,2023-09-30,"Sep",39109070,9825708,3871,1,63939,1955,39.4,650.7,19.9
"Los Angeles","Los Angeles",2023,40,2023-10-01,2023-10-07,"Oct",39109070,9825708,4267,2,64454,2091,43.4,656,21.3
"Los Angeles","Los Angeles",2023,41,2023-10-08,2023-10-14,"Oct",39109070,9825708,4711,4,63110,1823,47.9,642.3,18.6
"Los Angeles","Los Angeles",2023,42,2023-10-15,2023-10-21,"Oct",39109070,9825708,5148,4,64609,1890,52.4,657.6,19.2
"Los Angeles","Los Angeles",2023,43,2023-10-22,2023-10-28,"Oct",39109070,9825708,5513,4,52330,1794,56.1,532.6,18.3
"Los Angeles","Los Angeles",2023,44,2023-10-29,2023-11-04,"Oct",39109070,9825708,5781,5,35318,1837,58.8,359.4,18.7
"Los Angeles","Los Angeles",2023,45,2023-11-05,2023-11-11,"Nov",39109070,9825708,5945,5,25449,1516,60.5,259,15.4
"Los Angeles","Los Angeles",2023,46,2023-11-12,2023-11-18,"Nov",39109070,9825708,6005,5,8772,1062,61.1,89.3,10.8
"Los Angeles","Los Angeles",2023,47,2023-11-19,2023-11-25,"Nov",39109070,9825708,6020,5,1103,793,61.3,11.2,8.1
"Los Angeles","Los Angeles",2023,48,2023-11-26,2023-12-02,"Nov",39109070,9825708,6027,5,1560,398,61.3,15.9,4.1
"Los Angeles","Los Angeles",2023,49,2023-12-03,2023-12-09,"Dec",39109070,9825708,6027,5,0,120,61.3,0,1.2
"Los Angeles","Los Angeles",2023,50,2023-12-10,2023-12-16,"Dec",39109070,9825708,6038,5,1625,68,61.5,16.5,0.7
"Los Angeles","Los Angeles",2023,51,2023-12-17,2023-12-23,"Dec",39109070,9825708,6038,5,0,9,61.5,0,0.1
"Los Angeles","Los Angeles",2023,52,2023-12-24,2023-12-30,"Dec",39109070,9825708,6038,5,0,44,61.5,0,0.4
"Rural North","Del Norte",2023,22,2023-05-28,2023-06-03,"May",39109070,26382,0,0,4,0,0,15.2,0
"Rural North","Del Norte",2023,23,2023-06-04,2023-06-10,"Jun",39109070,26382,0,0,8,0,0,30.3,0
"Rural North","Del Norte",2023,24,2023-06-11,2023-06-17,"Jun",39109070,26382,0,0,6,0,0,22.7,0
"Rural North","Del Norte",2023,25,2023-06-18,2023-06-24,"Jun",39109070,26382,0,0,20,0,0,75.8,0
"Rural North","Del Norte",2023,26,2023-06-25,2023-07-01,"Jun",39109070,26382,2,0,27,0,7.6,102.3,0
"Rural North","Del Norte",2023,27,2023-07-02,2023-07-08,"Jul",39109070,26382,2,0,53,0,7.6,200.9,0
"Rural North","Del Norte",2023,28,2023-07-09,2023-07-15,"Jul",39109070,26382,4,0,63,0,15.2,238.8,0
"Rural North","Del Norte",2023,29,2023-07-16,2023-07-22,"Jul",39109070,26382,4,0,38,1,15.2,144,3.8
"Rural North","Del Norte",2023,30,2023-07-23,2023-07-29,"Jul",39109070,26382,5,0,34,2,19,128.9,7.6
"Rural North","Del Norte",2023,31,2023-07-30,2023-08-05,"Jul",39109070,26382,6,0,83,4,22.7,314.6,15.2
"Rural North","Del Norte",2023,32,2023-08-06,2023-08-12,"Aug",39109070,26382,8,0,82,3,30.3,310.8,11.4
"Rural North","Del Norte",2023,33,2023-08-13,2023-08-19,"Aug",39109070,26382,10,0,97,2,37.9,367.7,7.6
"Rural North","Del Norte",2023,34,2023-08-20,2023-08-26,"Aug",39109070,26382,16,0,165,4,60.6,625.4,15.2
"Rural North","Del Norte",2023,35,2023-08-27,2023-09-02,"Aug",39109070,26382,23,0,223,5,87.2,845.3,19
"Rural North","Del Norte",2023,36,2023-09-03,2023-09-09,"Sep",39109070,26382,24,0,227,5,91,860.4,19
"Rural North","Del Norte",2023,37,2023-09-10,2023-09-16,"Sep",39109070,26382,28,0,194,5,106.1,735.3,19
"Rural North","Del Norte",2023,38,2023-09-17,2023-09-23,"Sep",39109070,26382,31,0,224,5,117.5,849.1,19
"Rural North","Del Norte",2023,39,2023-09-24,2023-09-30,"Sep",39109070,26382,31,0,187,4,117.5,708.8,15.2
"Rural North","Del Norte",2023,40,2023-10-01,2023-10-07,"Oct",39109070,26382,34,0,202,5,128.9,765.7,19
"Rural North","Del Norte",2023,41,2023-10-08,2023-10-14,"Oct",39109070,26382,41,0,212,6,155.4,803.6,22.7
"Rural North","Del Norte",2023,42,2023-10-15,2023-10-21,"Oct",39109070,26382,42,0,206,5,159.2,780.8,19
"Rural North","Del Norte",2023,43,2023-10-22,2023-10-28,"Oct",39109070,26382,45,0,177,7,170.6,670.9,26.5
"Rural North","Del Norte",2023,44,2023-10-29,2023-11-04,"Oct",39109070,26382,47,0,107,4,178.2,405.6,15.2
"Rural North","Del Norte",2023,45,2023-11-05,2023-11-11,"Nov",39109070,26382,47,0,59,6,178.2,223.6,22.7
"Rural North","Del Norte",2023,46,2023-11-12,2023-11-18,"Nov",39109070,26382,47,0,21,3,178.2,79.6,11.4
"Rural North","Del Norte",2023,47,2023-11-19,2023-11-25,"Nov",39109070,26382,47,0,0,1,178.2,0,3.8
"Rural North","Del Norte",2023,48,2023-11-26,2023-12-02,"Nov",39109070,26382,47,0,10,4,178.2,37.9,15.2
"Rural North","Del Norte",2023,49,2023-12-03,2023-12-09,"Dec",39109070,26382,47,0,0,0,178.2,0,0
"Rural North","Del Norte",2023,50,2023-12-10,2023-12-16,"Dec",39109070,26382,47,0,3,0,178.2,11.4,0
"Rural North","Del Norte",2023,51,2023-12-17,2023-12-23,"Dec",39109070,26382,47,0,0,0,178.2,0,0
"Rural North","Del Norte",2023,52,2023-12-24,2023-12-30,"Dec",39109070,26382,47,0,0,0,178.2,0,0
"Rural North","Glenn",2023,22,2023-05-28,2023-06-03,"May",39109070,28039,0,0,2,0,0,7.1,0
"Rural North","Glenn",2023,23,2023-06-04,2023-06-10,"Jun",39109070,28039,0,0,4,0,0,14.3,0
"Rural North","Glenn",2023,24,2023-06-11,2023-06-17,"Jun",39109070,28039,0,0,6,0,0,21.4,0
"Rural North","Glenn",2023,25,2023-06-18,2023-06-24,"Jun",39109070,28039,0,0,25,0,0,89.2,0
"Rural North","Glenn",2023,26,2023-06-25,2023-07-01,"Jun",39109070,28039,0,0,25,0,0,89.2,0
"Rural North","Glenn",2023,27,2023-07-02,2023-07-08,"Jul",39109070,28039,1,0,47,1,3.6,167.6,3.6
"Rural North","Glenn",2023,28,2023-07-09,2023-07-15,"Jul",39109070,28039,3,0,46,0,10.7,164.1,0
"Rural North","Glenn",2023,29,2023-07-16,2023-07-22,"Jul",39109070,28039,3,0,29,4,10.7,103.4,14.3
"Rural North","Glenn",2023,30,2023-07-23,2023-07-29,"Jul",39109070,28039,3,0,42,0,10.7,149.8,0
"Rural North","Glenn",2023,31,2023-07-30,2023-08-05,"Jul",39109070,28039,3,0,72,2,10.7,256.8,7.1
"Rural North","Glenn",2023,32,2023-08-06,2023-08-12,"Aug",39109070,28039,4,0,73,1,14.3,260.4,3.6
"Rural North","Glenn",2023,33,2023-08-13,2023-08-19,"Aug",39109070,28039,4,0,74,3,14.3,263.9,10.7
"Rural North","Glenn",2023,34,2023-08-20,2023-08-26,"Aug",39109070,28039,5,0,129,3,17.8,460.1,10.7
"Rural North","Glenn",2023,35,2023-08-27,2023-09-02,"Aug",39109070,28039,7,0,238,6,25,848.8,21.4
"Rural North","Glenn",2023,36,2023-09-03,2023-09-09,"Sep",39109070,28039,11,0,200,6,39.2,713.3,21.4
"Rural North","Glenn",2023,37,2023-09-10,2023-09-16,"Sep",39109070,28039,15,0,205,2,53.5,731.1,7.1
"Rural North","Glenn",2023,38,2023-09-17,2023-09-23,"Sep",39109070,28039,20,0,217,7,71.3,773.9,25
"Rural North","Glenn",2023,39,2023-09-24,2023-09-30,"Sep",39109070,28039,24,0,179,4,85.6,638.4,14.3
"Rural North","Glenn",2023,40,2023-10-01,2023-10-07,"Oct",39109070,28039,27,0,176,3,96.3,627.7,10.7
"Rural North","Glenn",2023,41,2023-10-08,2023-10-14,"Oct",39109070,28039,29,0,174,6,103.4,620.6,21.4
"Rural North","Glenn",2023,42,2023-10-15,2023-10-21,"Oct",39109070,28039,33,0,187,9,117.7,666.9,32.1
"Rural North","Glenn",2023,43,2023-10-22,2023-10-28,"Oct",39109070,28039,37,0,163,9,132,581.3,32.1
"Rural North","Glenn",2023,44,2023-10-29,2023-11-04,"Oct",39109070,28039,38,0,117,6,135.5,417.3,21.4
"Rural North","Glenn",2023,45,2023-11-05,2023-11-11,"Nov",39109070,28039,39,0,65,5,139.1,231.8,17.8
"Rural North","Glenn",2023,46,2023-11-12,2023-11-18,"Nov",39109070,28039,39,0,26,3,139.1,92.7,10.7
"Rural North","Glenn",2023,47,2023-11-19,2023-11-25,"Nov",39109070,28039,39,0,7,2,139.1,25,7.1
"Rural North","Glenn",2023,48,2023-11-26,2023-12-02,"Nov",39109070,28039,40,0,4,1,142.7,14.3,3.6
"Rural North","Glenn",2023,49,2023-12-03,2023-12-09,"Dec",39109070,28039,40,0,0,0,142.7,0,0
"Rural North","Glenn",2023,50,2023-12-10,2023-12-16,"Dec",39109070,28039,40,0,6,0,142.7,21.4,0
"Rural North","Glenn",2023,51,2023-12-17,2023-12-23,"Dec",39109070,28039,40,0,0,0,142.7,0,0
"Rural North","Glenn",2023,52,2023-12-24,2023-12-30,"Dec",39109070,28039,40,0,0,0,142.7,0,0
"Rural North","Humboldt",2023,22,2023-05-28,2023-06-03,"May",39109070,134388,1,0,43,0,0.7,32,0
"Rural North","Humboldt",2023,23,2023-06-04,2023-06-10,"Jun",39109070,134388,3,0,38,0,2.2,28.3,0
"Rural North","Humboldt",2023,24,2023-06-11,2023-06-17,"Jun",39109070,134388,5,0,42,3,3.7,31.3,2.2
"Rural North","Humboldt",2023,25,2023-06-18,2023-06-24,"Jun",39109070,134388,6,0,91,2,4.5,67.7,1.5
"Rural North","Humboldt",2023,26,2023-06-25,2023-07-01,"Jun",39109070,134388,8,0,150,1,6,111.6,0.7
"Rural North","Humboldt",2023,27,2023-07-02,2023-07-08,"Jul",39109070,134388,10,0,185,2,7.4,137.7,1.5
"Rural North","Humboldt",2023,28,2023-07-09,2023-07-15,"Jul",39109070,134388,16,0,247,6,11.9,183.8,4.5
"Rural North","Humboldt",2023,29,2023-07-16,2023-07-22,"Jul",39109070,134388,18,0,195,5,13.4,145.1,3.7
"Rural North","Humboldt",2023,30,2023-07-23,2023-07-29,"Jul",39109070,134388,23,0,196,10,17.1,145.8,7.4
"Rural North","Humboldt",2023,31,2023-07-30,2023-08-05,"Jul",39109070,134388,34,0,378,11,25.3,281.3,8.2
"Rural North","Humboldt",2023,32,2023-08-06,2023-08-12,"Aug",39109070,134388,41,0,367,8,30.5,273.1,6
"Rural North","Humboldt",2023,33,2023-08-13,2023-08-19,"Aug",39109070,134388,48,0,489,12,35.7,363.9,8.9
"Rural North","Humboldt",2023,34,2023-08-20,2023-08-26,"Aug",39109070,134388,61,0,694,10,45.4,516.4,7.4
"Rural North","Humboldt",2023,35,2023-08-27,2023-09-02,"Aug",39109070,134388,91,0,1090,15,67.7,811.1,11.2
"Rural North","Humboldt",2023,36,2023-09-03,2023-09-09,"Sep",39109070,134388,118,0,1064,24,87.8,791.7,17.9
"Rural North","Humboldt",2023,37,2023-09-10,2023-09-16,"Sep",39109070,134388,141,0,1026,33,104.9,763.5,24.6
"Rural North","Humboldt",2023,38,2023-09-17,2023-09-23,"Sep",39109070,134388,159,0,1108,27,118.3,824.5,20.1
"Rural North","Humboldt",2023,39,2023-09-24,2023-09-30,"Sep",39109070,134388,174,0,885,31,129.5,658.5,23.1
"Rural North","Humboldt",2023,40,2023-10-01,2023-10-07,"Oct",39109070,134388,193,0,910,35,143.6,677.1,26
"Rural North","Humboldt",2023,41,2023-10-08,2023-10-14,"Oct",39109070,134388,212,0,895,28,157.8,666,20.8
"Rural North","Humboldt",2023,42,2023-10-15,2023-10-21,"Oct",39109070,134388,232,0,884,39,172.6,657.8,29
"Rural North","Humboldt",2023,43,2023-10-22,2023-10-28,"Oct",39109070,134388,251,0,755,27,186.8,561.8,20.1
"Rural North","Humboldt",2023,44,2023-10-29,2023-11-04,"Oct",39109070,134388,266,0,512,25,197.9,381,18.6
"Rural North","Humboldt",2023,45,2023-11-05,2023-11-11,"Nov",39109070,134388,274,0,354,24,203.9,263.4,17.9
"Rural North","Humboldt",2023,46,2023-11-12,2023-11-18,"Nov",39109070,134388,276,0,121,18,205.4,90,13.4
"Rural North","Humboldt",2023,47,2023-11-19,2023-11-25,"Nov",39109070,134388,276,0,14,15,205.4,10.4,11.2
"Rural North","Humboldt",2023,48,2023-11-26,2023-12-02,"Nov",39109070,134388,277,0,24,6,206.1,17.9,4.5
"Rural North","Humboldt",2023,49,2023-12-03,2023-12-09,"Dec",39109070,134388,277,0,0,1,206.1,0,0.7
"Rural North","Humboldt",2023,50,2023-12-10,2023-12-16,"Dec",39109070,134388,278,0,28,1,206.9,20.8,0.7
"Rural North","Humboldt",2023,51,2023-12-17,2023-12-23,"Dec",39109070,134388,278,0,0,1,206.9,0,0.7
"Rural North","Humboldt",2023,52,2023-12-24,2023-12-30,"Dec",39109070,134388,278,0,0,1,206.9,0,0.7
"Rural North","Lake",2023,22,2023-05-28,2023-06-03,"May",39109070,66446,0,0,19,0,0,28.6,0
"Rural North","Lake",2023,23,2023-06-04,2023-06-10,"Jun",39109070,66446,0,0,14,0,0,21.1,0
"Rural North","Lake",2023,24,2023-06-11,2023-06-17,"Jun",39109070,66446,0,0,15,2,0,22.6,3
"Rural North","Lake",2023,25,2023-06-18,2023-06-24,"Jun",39109070,66446,1,0,54,2,1.5,81.3,3
"Rural North","Lake",2023,26,2023-06-25,2023-07-01,"Jun",39109070,66446,2,0,91,0,3,137,0
"Rural North","Lake",2023,27,2023-07-02,2023-07-08,"Jul",39109070,66446,6,0,118,2,9,177.6,3
"Rural North","Lake",2023,28,2023-07-09,2023-07-15,"Jul",39109070,66446,9,0,117,3,13.5,176.1,4.5
"Rural North","Lake",2023,29,2023-07-16,2023-07-22,"Jul",39109070,66446,10,0,101,5,15,152,7.5
"Rural North","Lake",2023,30,2023-07-23,2023-07-29,"Jul",39109070,66446,12,0,139,1,18.1,209.2,1.5
"Rural North","Lake",2023,31,2023-07-30,2023-08-05,"Jul",39109070,66446,14,0,215,4,21.1,323.6,6
"Rural North","Lake",2023,32,2023-08-06,2023-08-12,"Aug",39109070,66446,18,0,211,6,27.1,317.6,9
"Rural North","Lake",2023,33,2023-08-13,2023-08-19,"Aug",39109070,66446,21,0,268,8,31.6,403.3,12
"Rural North","Lake",2023,34,2023-08-20,2023-08-26,"Aug",39109070,66446,30,0,371,9,45.1,558.3,13.5
"Rural North","Lake",2023,35,2023-08-27,2023-09-02,"Aug",39109070,66446,38,0,570,7,57.2,857.8,10.5
"Rural North","Lake",2023,36,2023-09-03,2023-09-09,"Sep",39109070,66446,50,0,561,15,75.2,844.3,22.6
"Rural North","Lake",2023,37,2023-09-10,2023-09-16,"Sep",39109070,66446,63,0,565,14,94.8,850.3,21.1
"Rural North","Lake",2023,38,2023-09-17,2023-09-23,"Sep",39109070,66446,69,0,568,17,103.8,854.8,25.6
"Rural North","Lake",2023,39,2023-09-24,2023-09-30,"Sep",39109070,66446,74,0,510,25,111.4,767.5,37.6
"Rural North","Lake",2023,40,2023-10-01,2023-10-07,"Oct",39109070,66446,79,0,511,15,118.9,769,22.6
"Rural North","Lake",2023,41,2023-10-08,2023-10-14,"Oct",39109070,66446,85,0,478,18,127.9,719.4,27.1
"Rural North","Lake",2023,42,2023-10-15,2023-10-21,"Oct",39109070,66446,93,0,447,23,140,672.7,34.6
"Rural North","Lake",2023,43,2023-10-22,2023-10-28,"Oct",39109070,66446,100,0,399,16,150.5,600.5,24.1
"Rural North","Lake",2023,44,2023-10-29,2023-11-04,"Oct",39109070,66446,105,0,283,17,158,425.9,25.6
"Rural North","Lake",2023,45,2023-11-05,2023-11-11,"Nov",39109070,66446,107,0,197,27,161,296.5,40.6
"Rural North","Lake",2023,46,2023-11-12,2023-11-18,"Nov",39109070,66446,109,0,70,13,164,105.3,19.6
"Rural North","Lake",2023,47,2023-11-19,2023-11-25,"Nov",39109070,66446,109,0,7,9,164,10.5,13.5
"Rural North","Lake",2023,48,2023-11-26,2023-12-02,"Nov",39109070,66446,110,0,13,2,165.5,19.6,3
"Rural North","Lake",2023,49,2023-12-03,2023-12-09,"Dec",39109070,66446,110,0,0,2,165.5,0,3
"Rural North","Lake",2023,50,2023-12-10,2023-12-16,"Dec",39109070,66446,111,0,11,0,167.1,16.6,0
"Rural North","Lake",2023,51,2023-12-17,2023-12-23,"Dec",39109070,66446,111,0,0,0,167.1,0,0
"Rural North","Lake",2023,52,2023-12-24,2023-12-30,"Dec",39109070,66446,111,0,0,1,167.1,0,1.5
"Rural North","Lassen",2023,22,2023-05-28,2023-06-03,"May",39109070,28232,0,0,9,0,0,31.9,0
"Rural North","Lassen",2023,23,2023-06-04,2023-06-10,"Jun",39109070,28232,0,0,9,0,0,31.9,0
"Rural North","Lassen",2023,24,2023-06-11,2023-06-17,"Jun",39109070,28232,0,0,6,0,0,21.3,0
"Rural North","Lassen",2023,25,2023-06-18,2023-06-24,"Jun",39109070,28232,0,0,23,0,0,81.5,0
"Rural North","Lassen",2023,26,2023-06-25,2023-07-01,"Jun",39109070,28232,3,0,32,0,10.6,113.3,0
"Rural North","Lassen",2023,27,2023-07-02,2023-07-08,"Jul",39109070,28232,7,0,43,0,24.8,152.3,0
"Rural North","Lassen",2023,28,2023-07-09,2023-07-15,"Jul",39109070,28232,9,0,63,1,31.9,223.2,3.5
"Rural North","Lassen",2023,29,2023-07-16,2023-07-22,"Jul",39109070,28232,9,0,52,0,31.9,184.2,0
"Rural North","Lassen",2023,30,2023-07-23,2023-07-29,"Jul",39109070,28232,10,0,49,1,35.4,173.6,3.5
"Rural North","Lassen",2023,31,2023-07-30,2023-08-05,"Jul",39109070,28232,11,0,92,1,39,325.9,3.5
"Rural North","Lassen",2023,32,2023-08-06,2023-08-12,"Aug",39109070,28232,16,0,78,2,56.7,276.3,7.1
"Rural North","Lassen",2023,33,2023-08-13,2023-08-19,"Aug",39109070,28232,18,0,100,2,63.8,354.2,7.1
"Rural North","Lassen",2023,34,2023-08-20,2023-08-26,"Aug",39109070,28232,20,0,157,2,70.8,556.1,7.1
"Rural North","Lassen",2023,35,2023-08-27,2023-09-02,"Aug",39109070,28232,27,0,256,2,95.6,906.8,7.1
"Rural North","Lassen",2023,36,2023-09-03,2023-09-09,"Sep",39109070,28232,27,0,241,4,95.6,853.6,14.2
"Rural North","Lassen",2023,37,2023-09-10,2023-09-16,"Sep",39109070,28232,31,0,207,12,109.8,733.2,42.5
"Rural North","Lassen",2023,38,2023-09-17,2023-09-23,"Sep",39109070,28232,38,0,276,14,134.6,977.6,49.6
"Rural North","Lassen",2023,39,2023-09-24,2023-09-30,"Sep",39109070,28232,41,0,243,11,145.2,860.7,39
"Rural North","Lassen",2023,40,2023-10-01,2023-10-07,"Oct",39109070,28232,43,0,225,9,152.3,797,31.9
"Rural North","Lassen",2023,41,2023-10-08,2023-10-14,"Oct",39109070,28232,46,0,200,8,162.9,708.4,28.3
"Rural North","Lassen",2023,42,2023-10-15,2023-10-21,"Oct",39109070,28232,49,0,222,6,173.6,786.3,21.3
"Rural North","Lassen",2023,43,2023-10-22,2023-10-28,"Oct",39109070,28232,51,0,150,8,180.6,531.3,28.3
"Rural North","Lassen",2023,44,2023-10-29,2023-11-04,"Oct",39109070,28232,56,0,129,7,198.4,456.9,24.8
"Rural North","Lassen",2023,45,2023-11-05,2023-11-11,"Nov",39109070,28232,57,0,76,5,201.9,269.2,17.7
"Rural North","Lassen",2023,46,2023-11-12,2023-11-18,"Nov",39109070,28232,58,0,27,3,205.4,95.6,10.6
"Rural North","Lassen",2023,47,2023-11-19,2023-11-25,"Nov",39109070,28232,58,0,2,1,205.4,7.1,3.5
"Rural North","Lassen",2023,48,2023-11-26,2023-12-02,"Nov",39109070,28232,58,0,2,2,205.4,7.1,7.1
"Rural North","Lassen",2023,49,2023-12-03,2023-12-09,"Dec",39109070,28232,58,0,0,0,205.4,0,0
"Rural North","Lassen",2023,50,2023-12-10,2023-12-16,"Dec",39109070,28232,58,0,6,1,205.4,21.3,3.5
"Rural North","Lassen",2023,51,2023-12-17,2023-12-23,"Dec",39109070,28232,58,0,0,0,205.4,0,0
"Rural North","Lassen",2023,52,2023-12-24,2023-12-30,"Dec",39109070,28232,58,0,0,0,205.4,0,0
"Rural North","Mendocino",2023,22,2023-05-28,2023-06-03,"May",39109070,89316,0,0,20,0,0,22.4,0
"Rural North","Mendocino",2023,23,2023-06-04,2023-06-10,"Jun",39109070,89316,0,0,31,0,0,34.7,0
"Rural North","Mendocino",2023,24,2023-06-11,2023-06-17,"Jun",39109070,89316,1,0,21,0,1.1,23.5,0
"Rural North","Mendocino",2023,25,2023-06-18,2023-06-24,"Jun",39109070,89316,1,0,60,3,1.1,67.2,3.4
"Rural North","Mendocino",2023,26,2023-06-25,2023-07-01,"Jun",39109070,89316,4,0,105,0,4.5,117.6,0
"Rural North","Mendocino",2023,27,2023-07-02,2023-07-08,"Jul",39109070,89316,6,0,148,3,6.7,165.7,3.4
"Rural North","Mendocino",2023,28,2023-07-09,2023-07-15,"Jul",39109070,89316,8,0,177,1,9,198.2,1.1
"Rural North","Mendocino",2023,29,2023-07-16,2023-07-22,"Jul",39109070,89316,9,0,142,5,10.1,159,5.6
"Rural North","Mendocino",2023,30,2023-07-23,2023-07-29,"Jul",39109070,89316,15,0,171,12,16.8,191.5,13.4
"Rural North","Mendocino",2023,31,2023-07-30,2023-08-05,"Jul",39109070,89316,19,0,261,8,21.3,292.2,9
"Rural North","Mendocino",2023,32,2023-08-06,2023-08-12,"Aug",39109070,89316,19,0,248,8,21.3,277.7,9
"Rural North","Mendocino",2023,33,2023-08-13,2023-08-19,"Aug",39109070,89316,24,0,315,11,26.9,352.7,12.3
"Rural North","Mendocino",2023,34,2023-08-20,2023-08-26,"Aug",39109070,89316,32,0,476,11,35.8,532.9,12.3
