"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks","inf_rate_breaks","sev_case_breaks","sev_rate_breaks"
"Greater Sierra Sacramento","Yolo",36,2023-09-03,2023-09-09,9223,137,220381,418.5,6.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",37,2023-09-10,2023-09-16,10917,180,220381,495.4,8.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",38,2023-09-17,2023-09-23,12827,224,220381,582,10.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",39,2023-09-24,2023-09-30,14483,266,220381,657.2,12.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",40,2023-10-01,2023-10-07,16087,308,220381,730,14,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",41,2023-10-08,2023-10-14,17660,352,220381,801.3,16,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",42,2023-10-15,2023-10-21,19318,385,220381,876.6,17.5,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",43,2023-10-22,2023-10-28,20599,419,220381,934.7,19,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",44,2023-10-29,2023-11-04,21517,469,220381,976.4,21.3,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yolo",45,2023-11-05,2023-11-11,22146,499,220381,1004.9,22.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",46,2023-11-12,2023-11-18,22375,525,220381,1015.3,23.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",47,2023-11-19,2023-11-25,22402,549,220381,1016.5,24.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",48,2023-11-26,2023-12-02,22433,564,220381,1017.9,25.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",49,2023-12-03,2023-12-09,22433,566,220381,1017.9,25.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",50,2023-12-10,2023-12-16,22470,567,220381,1019.6,25.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",51,2023-12-17,2023-12-23,22470,567,220381,1019.6,25.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yolo",52,2023-12-24,2023-12-30,22470,567,220381,1019.6,25.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",22,2023-05-28,2023-06-03,32,0,83297,3.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",23,2023-06-04,2023-06-10,71,0,83297,8.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",24,2023-06-11,2023-06-17,109,0,83297,13.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",25,2023-06-18,2023-06-24,207,2,83297,24.9,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",26,2023-06-25,2023-07-01,375,5,83297,45,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",27,2023-07-02,2023-07-08,611,9,83297,73.4,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",28,2023-07-09,2023-07-15,896,14,83297,107.6,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",29,2023-07-16,2023-07-22,1115,18,83297,133.9,2.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",30,2023-07-23,2023-07-29,1343,28,83297,161.2,3.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",31,2023-07-30,2023-08-05,1770,33,83297,212.5,4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",32,2023-08-06,2023-08-12,2229,37,83297,267.6,4.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",33,2023-08-13,2023-08-19,2764,44,83297,331.8,5.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",34,2023-08-20,2023-08-26,3597,57,83297,431.8,6.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",35,2023-08-27,2023-09-02,4819,70,83297,578.5,8.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",36,2023-09-03,2023-09-09,6061,95,83297,727.6,11.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",37,2023-09-10,2023-09-16,7190,127,83297,863.2,15.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",38,2023-09-17,2023-09-23,8482,159,83297,1018.3,19.1,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Yuba",39,2023-09-24,2023-09-30,9497,191,83297,1140.1,22.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",40,2023-10-01,2023-10-07,10527,228,83297,1263.8,27.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",41,2023-10-08,2023-10-14,11537,251,83297,1385,30.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",42,2023-10-15,2023-10-21,12516,272,83297,1502.6,32.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",43,2023-10-22,2023-10-28,13320,295,83297,1599.1,35.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",44,2023-10-29,2023-11-04,13840,315,83297,1661.5,37.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",45,2023-11-05,2023-11-11,14207,328,83297,1705.6,39.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",46,2023-11-12,2023-11-18,14338,346,83297,1721.3,41.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",47,2023-11-19,2023-11-25,14359,357,83297,1723.8,42.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",48,2023-11-26,2023-12-02,14388,362,83297,1727.3,43.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",49,2023-12-03,2023-12-09,14388,365,83297,1727.3,43.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",50,2023-12-10,2023-12-16,14416,366,83297,1730.7,43.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",51,2023-12-17,2023-12-23,14416,367,83297,1730.7,44.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Yuba",52,2023-12-24,2023-12-30,14416,368,83297,1730.7,44.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Los Angeles","Los Angeles",22,2023-05-28,2023-06-03,2650,0,9825708,2.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",23,2023-06-04,2023-06-10,5244,0,9825708,5.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",24,2023-06-11,2023-06-17,7531,64,9825708,7.7,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",25,2023-06-18,2023-06-24,14138,150,9825708,14.4,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",26,2023-06-25,2023-07-01,25076,227,9825708,25.5,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",27,2023-07-02,2023-07-08,38214,401,9825708,38.9,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",28,2023-07-09,2023-07-15,55392,670,9825708,56.4,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",29,2023-07-16,2023-07-22,68679,1081,9825708,69.9,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",30,2023-07-23,2023-07-29,83201,1530,9825708,84.7,1.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",31,2023-07-30,2023-08-05,108109,1898,9825708,110,1.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",32,2023-08-06,2023-08-12,133332,2309,9825708,135.7,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",33,2023-08-13,2023-08-19,165186,2981,9825708,168.1,3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",34,2023-08-20,2023-08-26,212928,3686,9825708,216.7,3.8,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",35,2023-08-27,2023-09-02,286644,4501,9825708,291.7,4.6,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Los Angeles","Los Angeles",36,2023-09-03,2023-09-09,359273,5753,9825708,365.6,5.9,"354K - 532K","0 - 875","5K - 10K","0 - 22"
"Los Angeles","Los Angeles",37,2023-09-10,2023-09-16,426643,7658,9825708,434.2,7.8,"354K - 532K","0 - 875","5K - 10K","0 - 22"
"Los Angeles","Los Angeles",38,2023-09-17,2023-09-23,503887,9709,9825708,512.8,9.9,"354K - 532K","0 - 875","5K - 10K","0 - 22"
"Los Angeles","Los Angeles",39,2023-09-24,2023-09-30,567826,11664,9825708,577.9,11.9,"532K - 709K","0 - 875","10K - 15K","0 - 22"
"Los Angeles","Los Angeles",40,2023-10-01,2023-10-07,632280,13755,9825708,643.5,14,"532K - 709K","0 - 875","10K - 15K","0 - 22"
"Los Angeles","Los Angeles",41,2023-10-08,2023-10-14,695390,15578,9825708,707.7,15.9,"532K - 709K","0 - 875","15K - 20K","0 - 22"
"Los Angeles","Los Angeles",42,2023-10-15,2023-10-21,759999,17468,9825708,773.5,17.8,"709K - 886K+","0 - 875","15K - 20K","0 - 22"
"Los Angeles","Los Angeles",43,2023-10-22,2023-10-28,812329,19262,9825708,826.7,19.6,"709K - 886K+","0 - 875","15K - 20K","0 - 22"
"Los Angeles","Los Angeles",44,2023-10-29,2023-11-04,847647,21099,9825708,862.7,21.5,"709K - 886K+","0 - 875","20K - 25K+","0 - 22"
"Los Angeles","Los Angeles",45,2023-11-05,2023-11-11,873096,22615,9825708,888.6,23,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",46,2023-11-12,2023-11-18,881868,23677,9825708,897.5,24.1,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",47,2023-11-19,2023-11-25,882971,24470,9825708,898.6,24.9,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",48,2023-11-26,2023-12-02,884531,24868,9825708,900.2,25.3,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",49,2023-12-03,2023-12-09,884531,24988,9825708,900.2,25.4,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",50,2023-12-10,2023-12-16,886156,25056,9825708,901.9,25.5,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",51,2023-12-17,2023-12-23,886156,25065,9825708,901.9,25.5,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Los Angeles","Los Angeles",52,2023-12-24,2023-12-30,886156,25109,9825708,901.9,25.6,"709K - 886K+","875 - 2K","20K - 25K+","22 - 44"
"Rural North","Del Norte",22,2023-05-28,2023-06-03,4,0,26382,1.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",23,2023-06-04,2023-06-10,12,0,26382,4.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",24,2023-06-11,2023-06-17,18,0,26382,6.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",25,2023-06-18,2023-06-24,38,0,26382,14.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",26,2023-06-25,2023-07-01,65,0,26382,24.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",27,2023-07-02,2023-07-08,118,0,26382,44.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",28,2023-07-09,2023-07-15,181,0,26382,68.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",29,2023-07-16,2023-07-22,219,1,26382,83,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",30,2023-07-23,2023-07-29,253,3,26382,95.9,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",31,2023-07-30,2023-08-05,336,7,26382,127.4,2.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",32,2023-08-06,2023-08-12,418,10,26382,158.4,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",33,2023-08-13,2023-08-19,515,12,26382,195.2,4.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",34,2023-08-20,2023-08-26,680,16,26382,257.8,6.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",35,2023-08-27,2023-09-02,903,21,26382,342.3,8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",36,2023-09-03,2023-09-09,1130,26,26382,428.3,9.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",37,2023-09-10,2023-09-16,1324,31,26382,501.9,11.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",38,2023-09-17,2023-09-23,1548,36,26382,586.8,13.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",39,2023-09-24,2023-09-30,1735,40,26382,657.6,15.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",40,2023-10-01,2023-10-07,1937,45,26382,734.2,17.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",41,2023-10-08,2023-10-14,2149,51,26382,814.6,19.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Del Norte",42,2023-10-15,2023-10-21,2355,56,26382,892.7,21.2,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Rural North","Del Norte",43,2023-10-22,2023-10-28,2532,63,26382,959.7,23.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",44,2023-10-29,2023-11-04,2639,67,26382,1000.3,25.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",45,2023-11-05,2023-11-11,2698,73,26382,1022.7,27.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",46,2023-11-12,2023-11-18,2719,76,26382,1030.6,28.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",47,2023-11-19,2023-11-25,2719,77,26382,1030.6,29.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",48,2023-11-26,2023-12-02,2729,81,26382,1034.4,30.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",49,2023-12-03,2023-12-09,2729,81,26382,1034.4,30.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",50,2023-12-10,2023-12-16,2732,81,26382,1035.6,30.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",51,2023-12-17,2023-12-23,2732,81,26382,1035.6,30.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Del Norte",52,2023-12-24,2023-12-30,2732,81,26382,1035.6,30.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",22,2023-05-28,2023-06-03,2,0,28039,0.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",23,2023-06-04,2023-06-10,6,0,28039,2.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",24,2023-06-11,2023-06-17,12,0,28039,4.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",25,2023-06-18,2023-06-24,37,0,28039,13.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",26,2023-06-25,2023-07-01,62,0,28039,22.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",27,2023-07-02,2023-07-08,109,1,28039,38.9,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",28,2023-07-09,2023-07-15,155,1,28039,55.3,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",29,2023-07-16,2023-07-22,184,5,28039,65.6,1.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",30,2023-07-23,2023-07-29,226,5,28039,80.6,1.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",31,2023-07-30,2023-08-05,298,7,28039,106.3,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",32,2023-08-06,2023-08-12,371,8,28039,132.3,2.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",33,2023-08-13,2023-08-19,445,11,28039,158.7,3.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",34,2023-08-20,2023-08-26,574,14,28039,204.7,5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",35,2023-08-27,2023-09-02,812,20,28039,289.6,7.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",36,2023-09-03,2023-09-09,1012,26,28039,360.9,9.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",37,2023-09-10,2023-09-16,1217,28,28039,434,10,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",38,2023-09-17,2023-09-23,1434,35,28039,511.4,12.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",39,2023-09-24,2023-09-30,1613,39,28039,575.3,13.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",40,2023-10-01,2023-10-07,1789,42,28039,638,15,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",41,2023-10-08,2023-10-14,1963,48,28039,700.1,17.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",42,2023-10-15,2023-10-21,2150,57,28039,766.8,20.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Glenn",43,2023-10-22,2023-10-28,2313,66,28039,824.9,23.5,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Glenn",44,2023-10-29,2023-11-04,2430,72,28039,866.7,25.7,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Glenn",45,2023-11-05,2023-11-11,2495,77,28039,889.8,27.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",46,2023-11-12,2023-11-18,2521,80,28039,899.1,28.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",47,2023-11-19,2023-11-25,2528,82,28039,901.6,29.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",48,2023-11-26,2023-12-02,2532,83,28039,903,29.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",49,2023-12-03,2023-12-09,2532,83,28039,903,29.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",50,2023-12-10,2023-12-16,2538,83,28039,905.2,29.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",51,2023-12-17,2023-12-23,2538,83,28039,905.2,29.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Glenn",52,2023-12-24,2023-12-30,2538,83,28039,905.2,29.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",22,2023-05-28,2023-06-03,43,0,134388,3.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",23,2023-06-04,2023-06-10,81,0,134388,6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",24,2023-06-11,2023-06-17,123,3,134388,9.2,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",25,2023-06-18,2023-06-24,214,5,134388,15.9,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",26,2023-06-25,2023-07-01,364,6,134388,27.1,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",27,2023-07-02,2023-07-08,549,8,134388,40.9,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",28,2023-07-09,2023-07-15,796,14,134388,59.2,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",29,2023-07-16,2023-07-22,991,19,134388,73.7,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",30,2023-07-23,2023-07-29,1187,29,134388,88.3,2.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",31,2023-07-30,2023-08-05,1565,40,134388,116.5,3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",32,2023-08-06,2023-08-12,1932,48,134388,143.8,3.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",33,2023-08-13,2023-08-19,2421,60,134388,180.2,4.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",34,2023-08-20,2023-08-26,3115,70,134388,231.8,5.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",35,2023-08-27,2023-09-02,4205,85,134388,312.9,6.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",36,2023-09-03,2023-09-09,5269,109,134388,392.1,8.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",37,2023-09-10,2023-09-16,6295,142,134388,468.4,10.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",38,2023-09-17,2023-09-23,7403,169,134388,550.9,12.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",39,2023-09-24,2023-09-30,8288,200,134388,616.7,14.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",40,2023-10-01,2023-10-07,9198,235,134388,684.4,17.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",41,2023-10-08,2023-10-14,10093,263,134388,751,19.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Humboldt",42,2023-10-15,2023-10-21,10977,302,134388,816.8,22.5,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Humboldt",43,2023-10-22,2023-10-28,11732,329,134388,873,24.5,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Humboldt",44,2023-10-29,2023-11-04,12244,354,134388,911.1,26.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",45,2023-11-05,2023-11-11,12598,378,134388,937.4,28.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",46,2023-11-12,2023-11-18,12719,396,134388,946.4,29.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",47,2023-11-19,2023-11-25,12733,411,134388,947.5,30.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",48,2023-11-26,2023-12-02,12757,417,134388,949.3,31,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",49,2023-12-03,2023-12-09,12757,418,134388,949.3,31.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",50,2023-12-10,2023-12-16,12785,419,134388,951.3,31.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",51,2023-12-17,2023-12-23,12785,420,134388,951.3,31.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Humboldt",52,2023-12-24,2023-12-30,12785,421,134388,951.3,31.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Lake",22,2023-05-28,2023-06-03,19,0,66446,2.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",23,2023-06-04,2023-06-10,33,0,66446,5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",24,2023-06-11,2023-06-17,48,2,66446,7.2,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",25,2023-06-18,2023-06-24,102,4,66446,15.4,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",26,2023-06-25,2023-07-01,193,4,66446,29,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",27,2023-07-02,2023-07-08,311,6,66446,46.8,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",28,2023-07-09,2023-07-15,428,9,66446,64.4,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",29,2023-07-16,2023-07-22,529,14,66446,79.6,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",30,2023-07-23,2023-07-29,668,15,66446,100.5,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",31,2023-07-30,2023-08-05,883,19,66446,132.9,2.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",32,2023-08-06,2023-08-12,1094,25,66446,164.6,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",33,2023-08-13,2023-08-19,1362,33,66446,205,5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",34,2023-08-20,2023-08-26,1733,42,66446,260.8,6.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",35,2023-08-27,2023-09-02,2303,49,66446,346.6,7.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Lake",36,2023-09-03,2023-09-09,2864,64,66446,431,9.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
