"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks_bins","case_breaks","inf_rate_breaks_bins","inf_rate_breaks","sev_case_breaks_bins","sev_case_breaks","sev_rate_breaks_bins","sev_rate_breaks"
"Greater Sierra Sacramento","Sacramento",35,2023-08-27,2023-09-02,104923,1570,1581831,6633,99.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sacramento",36,2023-09-03,2023-09-09,130741,2018,1581831,8265.2,127.6,"126,593 - 253,187","127K - 253K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sacramento",37,2023-09-10,2023-09-16,154533,2728,1581831,9769.2,172.5,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sacramento",38,2023-09-17,2023-09-23,180808,3417,1581831,11430.3,216,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sacramento",39,2023-09-24,2023-09-30,202559,4115,1581831,12805.4,260.1,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sacramento",40,2023-10-01,2023-10-07,224083,4736,1581831,14166.1,299.4,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sacramento",41,2023-10-08,2023-10-14,245121,5320,1581831,15496,336.3,"126,593 - 253,187","127K - 253K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sacramento",42,2023-10-15,2023-10-21,266749,5959,1581831,16863.3,376.7,"253,187 - 379,781","253K - 380K","8,753 - 17,506","9K - 18K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sacramento",43,2023-10-22,2023-10-28,283682,6517,1581831,17933.8,412,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sacramento",44,2023-10-29,2023-11-04,294983,7094,1581831,18648.2,448.5,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",45,2023-11-05,2023-11-11,303151,7554,1581831,19164.6,477.5,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",46,2023-11-12,2023-11-18,305903,7891,1581831,19338.5,498.9,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",47,2023-11-19,2023-11-25,306249,8149,1581831,19360.4,515.2,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",48,2023-11-26,2023-12-02,306770,8263,1581831,19393.3,522.4,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",49,2023-12-03,2023-12-09,306770,8298,1581831,19393.3,524.6,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",50,2023-12-10,2023-12-16,307288,8313,1581831,19426.1,525.5,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",51,2023-12-17,2023-12-23,307288,8315,1581831,19426.1,525.7,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sacramento",52,2023-12-24,2023-12-30,307288,8323,1581831,19426.1,526.2,"253,187 - 379,781","253K - 380K","17,506 - 26,260","18K - 26K","5,021 - 10,043","5K - 10K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sierra",22,2023-05-28,2023-06-03,0,0,3152,0,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",23,2023-06-04,2023-06-10,2,0,3152,63.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",24,2023-06-11,2023-06-17,6,0,3152,190.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",25,2023-06-18,2023-06-24,8,0,3152,253.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",26,2023-06-25,2023-07-01,15,0,3152,475.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",27,2023-07-02,2023-07-08,19,1,3152,602.8,31.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",28,2023-07-09,2023-07-15,30,1,3152,951.8,31.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",29,2023-07-16,2023-07-22,31,2,3152,983.5,63.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",30,2023-07-23,2023-07-29,42,2,3152,1332.5,63.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",31,2023-07-30,2023-08-05,49,2,3152,1554.6,63.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",32,2023-08-06,2023-08-12,63,2,3152,1998.7,63.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",33,2023-08-13,2023-08-19,74,3,3152,2347.7,95.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",34,2023-08-20,2023-08-26,95,3,3152,3014,95.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",35,2023-08-27,2023-09-02,131,3,3152,4156.1,95.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",36,2023-09-03,2023-09-09,176,4,3152,5583.8,126.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",37,2023-09-10,2023-09-16,199,5,3152,6313.5,158.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",38,2023-09-17,2023-09-23,241,6,3152,7645.9,190.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",39,2023-09-24,2023-09-30,265,6,3152,8407.4,190.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sierra",40,2023-10-01,2023-10-07,288,9,3152,9137.1,285.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sierra",41,2023-10-08,2023-10-14,321,11,3152,10184,349,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sierra",42,2023-10-15,2023-10-21,351,13,3152,11135.8,412.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sierra",43,2023-10-22,2023-10-28,370,14,3152,11738.6,444.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sierra",44,2023-10-29,2023-11-04,394,16,3152,12500,507.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sierra",45,2023-11-05,2023-11-11,402,17,3152,12753.8,539.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sierra",46,2023-11-12,2023-11-18,403,21,3152,12785.5,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",47,2023-11-19,2023-11-25,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",48,2023-11-26,2023-12-02,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",49,2023-12-03,2023-12-09,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",50,2023-12-10,2023-12-16,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",51,2023-12-17,2023-12-23,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sierra",52,2023-12-24,2023-12-30,404,21,3152,12817.3,666.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Greater Sierra Sacramento","Sutter",22,2023-05-28,2023-06-03,69,0,98151,70.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",23,2023-06-04,2023-06-10,116,0,98151,118.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",24,2023-06-11,2023-06-17,175,1,98151,178.3,1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",25,2023-06-18,2023-06-24,322,2,98151,328.1,2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",26,2023-06-25,2023-07-01,564,2,98151,574.6,2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",27,2023-07-02,2023-07-08,882,3,98151,898.6,3.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",28,2023-07-09,2023-07-15,1289,6,98151,1313.3,6.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",29,2023-07-16,2023-07-22,1595,16,98151,1625,16.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",30,2023-07-23,2023-07-29,1922,32,98151,1958.2,32.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",31,2023-07-30,2023-08-05,2475,35,98151,2521.6,35.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",32,2023-08-06,2023-08-12,3072,43,98151,3129.9,43.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",33,2023-08-13,2023-08-19,3770,56,98151,3841,57.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",34,2023-08-20,2023-08-26,4853,76,98151,4944.4,77.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",35,2023-08-27,2023-09-02,6472,99,98151,6593.9,100.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",36,2023-09-03,2023-09-09,8032,137,98151,8183.3,139.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",37,2023-09-10,2023-09-16,9528,180,98151,9707.5,183.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Sutter",38,2023-09-17,2023-09-23,11150,217,98151,11360,221.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",39,2023-09-24,2023-09-30,12447,261,98151,12681.5,265.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",40,2023-10-01,2023-10-07,13765,299,98151,14024.3,304.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",41,2023-10-08,2023-10-14,15061,335,98151,15344.7,341.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",42,2023-10-15,2023-10-21,16349,376,98151,16657,383.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",43,2023-10-22,2023-10-28,17407,408,98151,17734.9,415.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Sutter",44,2023-10-29,2023-11-04,18090,442,98151,18430.8,450.3,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",45,2023-11-05,2023-11-11,18550,476,98151,18899.5,485,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",46,2023-11-12,2023-11-18,18708,499,98151,19060.4,508.4,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",47,2023-11-19,2023-11-25,18733,508,98151,19085.9,517.6,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",48,2023-11-26,2023-12-02,18765,515,98151,19118.5,524.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",49,2023-12-03,2023-12-09,18765,516,98151,19118.5,525.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",50,2023-12-10,2023-12-16,18794,518,98151,19148,527.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",51,2023-12-17,2023-12-23,18794,518,98151,19148,527.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Sutter",52,2023-12-24,2023-12-30,18794,519,98151,19148,528.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Greater Sierra Sacramento","Yolo",22,2023-05-28,2023-06-03,62,0,220381,28.1,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",23,2023-06-04,2023-06-10,131,0,220381,59.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",24,2023-06-11,2023-06-17,195,1,220381,88.5,0.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",25,2023-06-18,2023-06-24,370,3,220381,167.9,1.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",26,2023-06-25,2023-07-01,670,6,220381,304,2.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",27,2023-07-02,2023-07-08,984,10,220381,446.5,4.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",28,2023-07-09,2023-07-15,1434,19,220381,650.7,8.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",29,2023-07-16,2023-07-22,1816,30,220381,824,13.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",30,2023-07-23,2023-07-29,2190,39,220381,993.7,17.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",31,2023-07-30,2023-08-05,2888,46,220381,1310.5,20.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",32,2023-08-06,2023-08-12,3523,61,220381,1598.6,27.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",33,2023-08-13,2023-08-19,4322,76,220381,1961.1,34.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",34,2023-08-20,2023-08-26,5527,93,220381,2507.9,42.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",35,2023-08-27,2023-09-02,7370,113,220381,3344.2,51.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",36,2023-09-03,2023-09-09,9223,137,220381,4185,62.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",37,2023-09-10,2023-09-16,10917,180,220381,4953.7,81.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",38,2023-09-17,2023-09-23,12827,224,220381,5820.4,101.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",39,2023-09-24,2023-09-30,14483,266,220381,6571.8,120.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",40,2023-10-01,2023-10-07,16087,308,220381,7299.6,139.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",41,2023-10-08,2023-10-14,17660,352,220381,8013.4,159.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",42,2023-10-15,2023-10-21,19318,385,220381,8765.7,174.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",43,2023-10-22,2023-10-28,20599,419,220381,9347,190.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",44,2023-10-29,2023-11-04,21517,469,220381,9763.5,212.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yolo",45,2023-11-05,2023-11-11,22146,499,220381,10049,226.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",46,2023-11-12,2023-11-18,22375,525,220381,10152.9,238.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",47,2023-11-19,2023-11-25,22402,549,220381,10165.1,249.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",48,2023-11-26,2023-12-02,22433,564,220381,10179.2,255.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",49,2023-12-03,2023-12-09,22433,566,220381,10179.2,256.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",50,2023-12-10,2023-12-16,22470,567,220381,10196,257.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",51,2023-12-17,2023-12-23,22470,567,220381,10196,257.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yolo",52,2023-12-24,2023-12-30,22470,567,220381,10196,257.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Yuba",22,2023-05-28,2023-06-03,32,0,83297,38.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",23,2023-06-04,2023-06-10,71,0,83297,85.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",24,2023-06-11,2023-06-17,109,0,83297,130.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",25,2023-06-18,2023-06-24,207,2,83297,248.5,2.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",26,2023-06-25,2023-07-01,375,5,83297,450.2,6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",27,2023-07-02,2023-07-08,611,9,83297,733.5,10.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",28,2023-07-09,2023-07-15,896,14,83297,1075.7,16.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",29,2023-07-16,2023-07-22,1115,18,83297,1338.6,21.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",30,2023-07-23,2023-07-29,1343,28,83297,1612.3,33.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",31,2023-07-30,2023-08-05,1770,33,83297,2124.9,39.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",32,2023-08-06,2023-08-12,2229,37,83297,2676,44.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",33,2023-08-13,2023-08-19,2764,44,83297,3318.2,52.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Yuba",34,2023-08-20,2023-08-26,3597,57,83297,4318.3,68.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
